Area;Perimeter;Glacier;Annee;Massif;MEAN_Pixel;MIN_Pixel;MAX_Pixel;MEDIAN_Pix;Length;Aspect;x_coord;y_coord;GLIMS_ID;Massif_SAFRAN;Aspect_num;ID
13.5383;66.295;d'Argentiere;2003;Mont Blanc;2830.281658;1490;3741;2725;9201.197192;NW;6.98505;45.9506;G006985E45951N;3;315;3638
0.7193;7.3074;du Nant Blanc;2003;Mont Blanc;2734.840164;2260;3188;2725.5;1899.957027;WNW;6.95103;45.9386;G006951E45939N;3;270;3263
0.4047;6.3951;de la Charpoua;2003;Mont Blanc;2907.584127;2465;3295;2946;1520.284341;WSW;6.95454;45.9267;G006955E45927N;3;270;3284
7.6856;36.6388;de Talefre;2003;Mont Blanc;3032.899917;2276;3723;3031;5010.455327;WSW;6.99182;45.9127;G006992E45913N;3;270;3466
0.378;5.8609;de Pierre Joseph;2003;Mont Blanc;3088.534884;2763;3357;3099.5;971.4294226;W;6.99352;45.8958;G006994E45896N;3;270;3258
0.1012;2.2447;de la Thendia;2003;Mont Blanc;2481.285714;2266;2643;2503;429.3825461;NNE;6.92358;45.9111;G006924E45911N;3;0;3582
0.1341;1.4797;Rond;2003;Mont Blanc;2741.657895;2625;2866;2743.5;407.7668971;WNW;6.87467;45.8795;G006875E45880N;3;270;3483
0.3681;4.3256;du Bourgeat;2003;Mont Blanc;3093.172638;2403;3707;3122;1421.712711;NNW;6.831;45.863;G006831E45863N;3;0;3290
1.2848;10.5859;du Miage 4;2003;Mont Blanc;2809.199461;2154;3652;2728;2865.257097;W;6.79948;45.8271;G006799E45827N;3;270;3649
0.6024;5.3718;d'Armancette;2003;Mont Blanc;3107.77169;2620;3598;3125.5;1668.42748;W;6.7782;45.8085;G006778E45809N;3;270;3601
0.0304;1.2052;du Petit;2003;Haute Vallée de l'Isère;2750.176471;2688;2839;2749.5;206.2889041;NW;6.96476;45.6485;G006965E45648N;6;315;3274
0.1566;2.7569;de l'Argentiere 1;2003;Haute Vallée de l'Isère;2928.7;2883;3004;2926.5;504.9122102;SW;6.97381;45.5852;G006974E45585N;6;225;3429
0.0317;1.3391;de Pepin;2003;Vanoise;3063.53125;2917;3162;3074;440.7827673;N;6.80388;45.496;G006804E45496N;10;0;3615
0.3014;3.3798;du Grand Col;2003;Haute Vallée de l'Isère;3202.293333;2964;3408;3198;817.9785411;NNE;6.85108;45.5426;G006851E45543N;6;0;3341
0.044;1.0611;du Grand Rocher (?);2003;Haute Vallée de l'Isère;3373.018868;3253;3462;3378;332.7168877;N;6.85906;45.5382;G006859E45538N;6;0;3502
0.0141;0.5639;du Carro;2003;Haute Vallée de l'Isère;2766.529412;2739;2803;2765;222.2630335;SW;6.85408;45.5207;G006854E45521N;6;225;3502
0.4852;4.5143;de la Martin;2003;Haute Vallée de l'Isère;2962.649289;2498;3408;2960.5;1750.196385;NE;6.88294;45.5181;G006883E45518N;6;45;3261
0.4537;4.3604;des Platieres;2003;Haute Vallée de l'Isère;3140.171091;2764;3449;3145;959.370329;NW;6.85706;45.5122;G006857E45512N;6;315;3262
0.1649;2.64;du Santel;2003;Haute Vallée de l'Isère;3177.05298;2998;3432;3158;1000.008619;NW;7.03531;45.4795;G007035E45480N;6;315;3604
0.3398;3.2074;de Bassagne;2003;Haute Vallée de l'Isère;3132.125;2980;3296;3128.5;1103.421353;WSW;7.09514;45.4681;G007095E45468N;11;270;3164
0.0159;0.6607;de la Galise 1;2003;Haute Vallée de l'Isère;2892;2872;2921;2891;221.3043002;WSW;7.09776;45.4569;G007098E45457N;11;270;3299
2.0385;14.1418;des Sources de l'Isere;2003;Haute Vallée de l'Isère;3097.89404;2714;3444;3097.5;2141.455212;NNW;7.10087;45.4416;G007101E45442N;11;0;3556
0.0928;2.9992;Pers 3;2003;Haute Vallée de l'Isère;3078.611765;2839;3299;3105;858.4521325;NNE;7.06522;45.4322;G007065E45432N;6;0;3360
0.2617;3.5789;Pers 2;2003;Haute Vallée de l'Isère;3034.184466;2845;3300;3018;742.5102706;N;7.07025;45.4319;G007070E45432N;11;0;3530
0.7375;9.4517;du Montet 1;2003;Haute Maurienne;3110.223938;2968;3261;3114;697.3622192;ENE;7.07509;45.421;G007075E45421N;11;90;3724
0.1228;1.7039;Pers 1;2003;Haute Vallée de l'Isère;3022.836538;2919;3124;3019.5;463.2155855;NNW;7.07792;45.4336;G007078E45434N;11;0;3540
0.0081;0.5764;du Vallonnet 2;2003;Vanoise;2929.5;2864;2957;2939.5;199.1022908;ENE;6.75708;45.4088;G006757E45409N;10;90;0
0.0407;1.7805;de la Vuzelle 2;2003;Vanoise;3047.918367;2949;3187;3038;375.456559;W;6.75484;45.4179;G006755E45418N;10;270;3461
0.3917;4.4441;de Troquairou;2003;Vanoise;3017.033333;2607;3352;3043.5;1279.915314;NE;6.75841;45.4274;G006758E45427N;10;45;3411
0.823;8.412;des Grands Couloirs;2003;Vanoise;3334.977966;2754;3821;3316.5;1725.216062;W;6.81099;45.402;G006811E45402N;10;270;3292
1.6111;8.4885;de l'Epena 1;2003;Vanoise;3041.335253;2399;3831;2970.5;2316.459454;NNE;6.8282;45.4144;G006828E45414N;10;0;3663
0.3343;6.7178;de Pramecou;2003;Vanoise;2963.462857;2790;3061;2970;752.7494151;NW;6.87021;45.4296;G006870E45430N;10;315;3535
0.2632;3.5272;du Grand Vallon 2;2003;Vanoise;3095.11413;2954;3273;3089.5;965.330005;NW;6.88624;45.3337;G006886E45334N;10;315;3446
0.0543;1.0267;de Pisselerand;2004;Vanoise;3313.466667;3266;3373;3311;285.2380878;ESE;6.89443;45.3274;G006894E45327N;10;90;3340
2.3921;15.8706;de la Mahure;2003;Vanoise;3183.087931;2856;3511;3184.5;1734.809713;E;6.74514;45.302;G006745E45302N;10;90;3520
0.9529;9.7078;du Dome de Chasseforet;2003;Vanoise;3237.418367;2813;3557;3237.5;1355.357589;ENE;6.76571;45.3352;G006766E45335N;10;90;3520
0.047;1.8745;du Lac de la Roche Ferran (?);2003;Vanoise;2954.929825;2898;3056;2947;160.8562878;ESE;6.7846;45.3587;G006785E45359N;10;90;3595
0.0566;1.3972;de Roche Noire;2003;Cerces;2827.96875;2758;2930;2824;395.5318495;NE;6.54361;45.1472;G006544E45147N;13;45;3595
0.1623;2.3656;de Polset Est;2003;Vanoise;3095.270073;2933;3255;3092;723.6664537;SE;6.64674;45.2754;G006647E45275N;10;135;3617
0.2487;2.791;de Thorens;2003;Vanoise;2992.902564;2850;3155;2989;561.6177742;NNW;6.60633;45.2682;G006606E45268N;10;0;3307
0.1261;2.1365;de Bonmartin;2003;Vanoise;3078.510204;2998;3167;3080.5;368.0155917;ENE;6.61603;45.2429;G006616E45243N;10;90;3500
0.3163;3.6738;de Peclet;2003;Vanoise;3110.003984;2923;3353;3103;895.9601576;NW;6.61767;45.2887;G006618E45289N;10;315;3673
0.0664;1.3834;du Pas du Chapeau (?);2003;Haute Maurienne;3315.144737;3202;3385;3314.5;246.9432777;NE;7.00137;45.2496;G007001E45250N;11;45;3393
0.5317;5.4779;de Roche Michel;2003;Haute Maurienne;3296.539474;3113;3391;3310.5;1001.31423;NE;7.00816;45.2413;G007008E45241N;11;45;3393
0.0602;1.6635;de Savine;2003;Haute Maurienne;3022.235294;2935;3150;3014.5;277.5507192;NNE;6.89693;45.1718;G006897E45172N;11;0;3611
0.1226;3.953;des Aiguilles;2003;Haute Maurienne;2945.87156;2808;3188;2926;491.4869681;NW;6.8863;45.1635;G006886E45163N;11;315;3408
0.0314;1.0841;de Pierre Minieu 1;2003;Haute Maurienne;3085.909091;3035;3140;3088;249.483472;N;6.79784;45.1569;G006798E45157N;11;0;3750
0.0531;1.29;de Clarant;2003;Belledonne;2512.907692;2414;2646;2498;312.6411939;ENE;6.15801;45.3072;G006158E45307N;8;90;3338
0.0092;0.4388;Ouest du Rocher Blanc 1;2003;Belledonne;2638.111111;2621;2656;2637;126.5066771;N;6.10632;45.244;G006106E45244N;8;0;0
0.0873;1.71;du Rocher Blanc;2003;Belledonne;2776.842105;2721;2825;2778.5;362.575934;NNE;6.11552;45.243;G006116E45243N;8;0;3440
0.0038;0.27;Lamartine;2003;Belledonne;2658.4;2642;2672;2661;73.83483831;E;5.99035;45.1762;G005990E45176N;8;90;0
0.0238;0.9944;de Balmette;2003;Belledonne;2611.9375;2553;2661;2618.5;221.6022547;NE;5.99361;45.1736;G005994E45174N;8;45;3404
2.0292;17.6321;des Quirlies 1;2003;Grandes Rousses;2984.775112;2625;3384;2982;2182.326467;ENE;6.14937;45.1426;G006149E45143N;12;90;3760
0.3033;4.6918;de Sarenne 1;2003;Grandes Rousses;2943.41958;2865;3042;2940;828.3859519;SSW;6.12879;45.1174;G006129E45117N;12;180;3756
0.0019;0.1844;du Bec de Grenier;2003;Aiguilles d'Arves;3036;3024;3048;3036;62.54184978;W;6.31156;45.1082;G006312E45108N;12;270;0
0.0013;0.1345;de Combe Noire;2003;Taillefer;2692.666667;2687;2696;2695;43.42781182;NE;5.94111;45.0335;G005941E45033N;15;45;0
0.0023;0.185;de Grain de Chalvet;2003;Taillefer;2662.25;2653;2672;2662;70.23116159;SE;5.94049;45.0369;G005940E45037N;15;135;0
0.0373;1.1292;du Grand Armet;2003;Ecrins;2288.119048;2239;2343;2289;149.4366156;NE;5.93689;44.9884;G005937E44988N;15;45;3457
0.0477;1.0463;du Rochail 1;2003;Ecrins;2868.534483;2782;2947;2874.5;323.7237641;NNE;6.03323;44.9829;G006033E44983N;15;0;3762
0.0251;1.1095;de Combeynot;2003;Ecrins;2865.129032;2771;2978;2864;297.6631651;N;6.41379;45.0167;G006414E45017N;16;0;3602
3.4716;16.723;de Mont de Lans;2003;Ecrins;3148.729651;2648;3513;3152.5;2086.411688;NW;6.22584;45.0033;G006226E45003N;15;315;3675
0.1254;1.7248;du Vallon 1;2003;Ecrins;3156.44697;3007;3285;3154;434.0192983;N;6.26827;45.0102;G006268E45010N;15;0;3268
0.0089;0.4039;de la Tete Sud du Replat;2003;Ecrins;3024.7;2995;3048;3025;155.5961227;SSE;6.28015;44.9807;G006280E44981N;15;180;0
0.1193;2.5224;de la Gandoliere 1;2003;Ecrins;3129.083916;2861;3365;3153;856.074953;ENE;6.27759;44.9753;G006278E44975N;15;90;3763
0.4622;4.739;de la Selle 2;2003;Ecrins;2904.011662;2635;3350;2891;961.9443815;NNW;6.2559;44.9735;G006274E44992N;15;0;3681
0.4506;4.3569;du Plaret 1;2003;Ecrins;3036.331169;2822;3265;3037.5;1005.290063;ESE;6.2665;44.9648;G006266E44965N;15;90;3767
0.0297;0.8326;Nord du Plaret;2003;Ecrins;3343.965517;3272;3411;3342;242.7424725;SSE;6.26929;44.9726;G006269E44973N;15;180;3402
0.1907;3.3357;Est du Diable;2003;Ecrins;2915.391089;2663;3232;2895.5;367.652532;N;6.24672;44.9719;G006247E44972N;15;0;3371
0.0079;0.6866;du Plat;2003;Ecrins;3038.8;3002;3083;3040.5;236.903703;W;6.21675;44.9607;G006217E44961N;15;270;0
0.6957;8.8866;des Etancons 2;2003;Ecrins;3205.605911;2937;3580;3178.5;1035.615412;WSW;6.31539;44.9978;G006315E44998N;15;270;3627
1.9588;12.6738;de la Meije;2003;Ecrins;3170.103306;2445;3782;3171.5;2434.855224;NNE;6.2963;45.0078;G006296E45008N;15;0;3677
0.0814;2.0783;du Bec;2003;Ecrins;3210.137255;3025;3414;3207.5;515.0099879;NNE;6.33001;45.02;G006330E45020N;15;0;3542
0.0455;1.1856;des Pichettes 1;2003;Ecrins;3198.229167;3145;3268;3198;240.3361169;SSE;6.34945;44.9979;G006349E44998N;15;180;3336
0.0148;0.5556;Claire 2;2003;Ecrins;3358.666667;3307;3423;3355;132.0843634;ESE;6.33658;44.9945;G006337E44995N;15;90;3392
0.1694;2.4631;Superieur des Cavales;2003;Ecrins;3300.871345;3090;3502;3316;656.5377501;SSE;6.32449;44.9952;G006324E44995N;15;180;3278
0.0223;0.9847;du Peigne;2003;Ecrins;2918.588235;2857;3004;2904.5;284.6265439;NE;6.36015;45.0037;G006360E45004N;15;45;3412
0.3393;4.3954;Superieur des Agneaux;2003;Ecrins;3382.31058;3153;3635;3372;942.4840228;ESE;6.33562;44.9677;G006336E44968N;15;90;3505
0.195;2.4969;de la Casse Deserte 1;2003;Ecrins;3263.117647;3072;3433;3280;749.1922674;SE;6.33238;44.962;G006332E44962N;15;135;3774
0.1667;2.9676;de Seguret d'Avant;2003;Ecrins;3241.149254;3054;3356;3250.5;840.7739081;E;6.46224;44.923;G006462E44923N;16;90;3629
0.0162;0.6649;de Clouzis 1;2003;Ecrins;3048.769231;2980;3117;3051;201.2079628;E;6.4638;44.9149;G006464E44915N;16;90;3779
0.0161;0.6228;Jean Gauthier 2;2003;Ecrins;3065.2;3020;3137;3063.5;180.6430174;W;6.43149;44.9402;G006431E44940N;16;270;3815
0.0056;0.3906;Jean Gauthier 1;2003;Ecrins;3280;3265;3302;3279;126.001444;SSW;6.42947;44.9449;G006429E44945N;16;180;0
0.0152;0.7449;Tuckett 2;2003;Ecrins;3469.923077;3436;3502;3471;154.3427277;SSW;6.42835;44.9495;G006428E44950N;16;180;3637
0.078;2.4952;des Pres les Fonts;2003;Ecrins;2887.71875;2736;3076;2877.5;788.8293739;NE;6.45456;44.957;G006455E44957N;16;45;3351
0.0162;0.8539;de la Pyramide 1;2003;Ecrins;3097.75;3052;3134;3107;207.7971249;S;6.41783;44.9488;G006418E44949N;16;180;3818
0.0358;1.3272;d'Alvau 1;2003;Ecrins;3146.47619;3074;3248;3141;365.3750483;WSW;6.33763;44.9441;G006338E44944N;15;270;3607
5.1525;24.3619;Blanc 1;2003;Ecrins;3190.491513;2364;3982;3194.5;6011.397783;E;6.38187;44.9438;G006382E44944N;16;90;3684
0.0286;1.0414;des Barres;2003;Ecrins;2963.15;2872;3098;2950.5;313.8394292;SSE;6.37088;44.9238;G006371E44924N;16;180;3548
0.066;1.404;de la Grande Sagne;2003;Ecrins;2985.743902;2863;3092;2986;404.3907496;SSE;6.38036;44.9274;G006380E44927N;16;180;3407
0.1409;2.2014;de Serre Soubeyran;2003;Ecrins;3145.780142;2952;3296;3153;677.0066814;E;6.38995;44.9341;G006390E44934N;16;90;3521
0.0185;0.6652;de la Temple 1;2003;Ecrins;3364.68;3306;3425;3363;178.4317894;SW;6.3556;44.9071;G006356E44907N;16;225;3353
0.0613;2.2591;du Rascrouset;2003;Ecrins;3193.455696;3072;3306;3187;554.5834621;ESE;6.39439;44.8578;G006394E44858N;16;90;3309
0.0437;1.104;de Claphouse;2003;Ecrins;3190.367347;3131;3259;3191;365.4884207;E;6.39903;44.8616;G006399E44862N;16;90;3562
0.0786;1.3486;du Sele 2;2003;Ecrins;3165.938272;3027;3307;3173;489.2095965;ENE;6.35943;44.8648;G006359E44865N;16;90;3368
0.0147;0.7881;du Riou Blanc;2003;Ecrins;3100.352941;3058;3172;3095;132.5772626;SE;6.38005;44.8582;G006380E44858N;16;135;3269
0.1237;1.916;du Fournet 2;2003;Ecrins;3024.553571;2912;3132;3021.5;444.3842021;SSE;6.34929;44.8485;G006349E44849N;16;180;3599
0.1398;2.5273;Superieur de la Condamine;2003;Ecrins;3285.842105;3112;3439;3288;522.6406532;NW;6.33143;44.8467;G006331E44847N;16;315;3512
0.0366;1.1099;de la Grande Roche 1;2003;Ecrins;2908.282051;2852;3013;2902;308.2344517;SSW;6.27653;44.8679;G006277E44868N;15;180;3495
0.206;3.7619;de la Lavey (Sud);2003;Ecrins;2964.723404;2747;3257;2921.5;777.2591004;NNW;6.25197;44.8751;G006252E44875N;15;0;3390
0.0319;0.9137;de la Tete du Grand Bois;2003;Ecrins;3021.45;2967;3077;3016.5;246.6104324;NW;6.23809;44.9162;G006238E44916N;15;315;3606
0.0243;0.8821;de Porteras;2003;Ecrins;2853.060606;2795;2902;2857;304.3361756;S;6.24781;44.8494;G006248E44849N;15;180;3443
0.0193;0.7789;du Lauzon;2003;Ecrins;2964.826087;2897;3018;2974;177.5972686;SE;6.25412;44.8521;G006254E44852N;15;135;3571
0.027;0.6853;de la Rouye 1;2003;Ecrins;2834.090909;2775;2885;2838.5;157.6409737;SSW;6.23271;44.8499;G006233E44850N;15;180;3565
0.011;0.4306;de Chalance;2003;Ecrins;2896.5;2877;2914;2897.5;90.04014855;S;6.23798;44.8504;G006238E44850N;15;180;3357
0.0167;0.6317;de la Rouye 3;2003;Ecrins;2727.4375;2696;2764;2728.5;154.6019282;SSE;6.22594;44.8471;G006226E44847N;15;180;3415
0.0168;0.5618;de la Rouye 2;2003;Ecrins;2736.933333;2702;2764;2739;124.4519767;S;6.22887;44.8485;G006229E44849N;15;180;3444
0.0493;1.4414;du Vallon 4;2003;Ecrins;2968.622951;2863;3091;2968;367.9291857;WSW;6.21726;44.8489;G006217E44849N;15;270;3304
0.0161;0.6926;des Sellettes Superieur;2003;Ecrins;3002.944444;2944;3062;3008;190.2307006;NNE;6.20589;44.8593;G006206E44859N;15;0;3499
0.0261;0.7074;d'Aiguille Rousse 1;2003;Ecrins;3031.074074;2990;3056;3034;162.2573819;SE;6.18115;44.8831;G006181E44883N;15;135;3533
0.0037;0.2698;Tete de Caborne;2003;Ecrins;2699.75;2681;2717;2700.5;89.47565847;E;6.18712;44.9141;G006187E44914N;15;90;0
0.0497;1.9433;du Lac 2;2003;Ecrins;2952.818182;2825;3068;2966;391.2421947;NE;6.18164;44.8904;G006182E44890N;15;45;3497
0.1504;2.3675;de la Mariande / des Arias;2003;Ecrins;2748.405882;2552;3060;2733.5;627.8889915;NNW;6.17488;44.9015;G006175E44901N;15;0;3380
0.3949;5.334;de la Mariande Centre 1;2003;Ecrins;2733.474265;2476;2960;2739.5;560.2257814;N;6.16946;44.9002;G006169E44900N;15;0;3380
0.1204;2.09;Ouest de la Mariande;2003;Ecrins;2954.805825;2834;3053;2952;489.6036745;ENE;6.15127;44.9014;G006151E44901N;15;90;3696
0.0062;0.472;de la Cime du Montagnon;2003;Ecrins;3051.2;3027;3082;3049;152.3345271;S;6.14671;44.9082;G006147E44908N;15;180;0
0.0243;1.018;de la Tete des Liches 1;2003;Ecrins;3028.095238;2960;3097;3037;383.6315996;ENE;6.15136;44.9113;G006151E44911N;15;90;3802
0.022;0.8964;du Lac du Salude;2003;Ecrins;2948.925926;2896;2983;2948;224.4361895;ENE;6.15182;44.918;G006152E44918N;15;90;3600
0.1816;2.7334;du Pierroux (Centre);2003;Ecrins;2888.324468;2625;3114;2878.5;839.3728409;NNE;6.15473;44.9301;G006155E44930N;15;0;3349
0.0468;1.2165;Ouest de la Haute Pisse;2003;Ecrins;2836.78;2765;2918;2837.5;234.8843598;SE;6.11518;44.9054;G006115E44905N;15;135;3289
0.4284;3.9007;du Vallon de Lanchatra 2;2003;Ecrins;2809.125402;2557;3036;2804;1083.248527;NE;6.11957;44.915;G006120E44915N;15;45;3298
0.0498;1.4626;du Vallon de Lanchatra 1;2003;Ecrins;2885.338983;2727;3038;2894;518.1682532;E;6.11634;44.9183;G006116E44918N;15;90;3267
0.1074;2.9291;des Pisses;2003;Ecrins;2636.473684;2478;2836;2634.5;481.5384128;NW;6.07239;44.9403;G006072E44940N;15;315;3379
0.012;0.5117;Est du Clapier du Peyron;2003;Ecrins;2705.111111;2653;2771;2701.5;149.82052;ENE;6.08366;44.9367;G006084E44937N;15;90;3394
0.2743;5.2553;de l'Aup 1;2003;Ecrins;2792.923077;2510;3042;2797.5;795.9451528;N;6.19702;44.7442;G006197E44744N;19;0;3692
0.072;1.7209;de Faravel;2003;Ecrins;2927.329114;2778;3014;2942;424.4004252;NNE;6.40599;44.7092;G006406E44709N;16;0;3314
0.0442;1.2504;des Neyzets;2003;Ecrins;3112.516129;3047;3138;3120;155.1765659;ENE;6.40873;44.7973;G006409E44797N;16;90;3574
0.0528;1.448;de Gouiran;2003;Ecrins;2822.213115;2742;2890;2826;415.6577838;NW;6.29738;44.7844;G006297E44784N;19;315;3294
0.1753;3.2157;de la Pierre;2003;Ecrins;2927.478992;2857;3024;2924;445.6082373;SE;6.33035;44.7933;G006330E44793N;19;135;3321
0.2624;3.6623;Subeyrar du Loup;2003;Ecrins;2996.10989;2872;3139;2994.5;1173.783826;ESE;6.34791;44.8138;G006348E44814N;16;90;3396
0.1906;3.0916;de Surette;2003;Ecrins;2966.034286;2772;3137;2957;891.6044415;WNW;6.34248;44.8179;G006342E44818N;16;270;3513
0.04;1.3207;du Sellar 1;2003;Ecrins;2982.347826;2837;3060;2996.5;383.4248429;ENE;6.33554;44.8354;G006336E44835N;16;90;3453
0.4413;3.99;des Aupillous;2003;Ecrins;2845.404959;2603;3202;2835;943.0883316;NW;6.32643;44.8303;G006326E44830N;16;315;3489
0.0148;0.5535;de Chauvet 1;2004;Ubaye;3030;2870;3190;3030;128.3967885;WNW;6.85059;44.5482;G006851E44548N;21;270;3568
0.0209;0.7719;Clapiere;2003;Mont Blanc;2590.26087;2531;2623;2597;253.0362057;E;6.7457;45.7485;G006746E45748N;6;90;3567
0.1233;2.58;Mont du Tour;2003;Haute Maurienne;3180.876106;3061;3264;3183;418.8489078;NNE;7.05326;45.2286;G007053E45229N;11;0;3397
0.0585;1.44;de la Selle du Ribon;2003;Haute Maurienne;3394.301887;3260;3460;3395;345.6563327;NE;7.08147;45.227;G007081E45227N;11;45;3406
0.0418;1.398;Sud des Platieres 1;2003;Haute Vallée de l'Isère;3308.666667;3206;3405;3302.5;435.9639753;SSW;6.86079;45.5051;G006861E45505N;6;180;3714
0.5542;6.0118;Rosoire;2003;Vanoise;3229.74269;2984;3441;3225.5;1009.693608;WNW;6.72473;45.2989;G006725E45299N;10;270;3451
0.0441;1.3244;des Rousses 8;2003;Grandes Rousses;2872.285714;2857;2885;2872;167.1645282;NW;6.12875;45.1405;G006129E45141N;12;315;3708
0.015;0.7401;du Clot 1;2003;Ecrins;2899.952381;2870;2941;2896;230.3399283;SE;6.19115;44.8534;G006191E44853N;15;135;3799
0.0051;0.3505;de l'Amiante 1;2003;Belledonne;2717;2695;2740;2716.5;107.6912226;NNW;6.1027;45.2388;G006103E45239N;8;0;0
0.0146;0.5694;du Passon 1;2003;Mont Blanc;2977.5;2909;3026;2987;192.9063749;WSW;6.9858;45.9732;G006986E45973N;3;270;3712
0.0487;1.5254;de Font Turbat 1;2003;Ecrins;3012.041667;2938;3106;3008;261.3377551;SW;6.19721;44.8737;G006197E44874N;15;225;3801
0.1065;2.0162;du Plaret 2;2003;Ecrins;3223.663636;3091;3368;3219;446.1846573;ESE;6.2665;44.9648;G006266E44965N;15;90;3768
0.0099;0.4771;Est du Soreiller 1;2003;Ecrins;3188.666667;3165;3210;3188.5;145.0951501;SW;6.25423;44.9671;G006254E44967N;15;225;0
0.0098;0.561;de la Breche d'Alvau 1;2003;Ecrins;3085.555556;3062;3124;3082;60.02566466;S;6.34715;44.9406;G006347E44941N;15;180;3819
0.1001;2.578;du Gleyzin 1;2003;Belledonne;2571.787234;2456;2686;2572;240.5083459;NNE;6.14511;45.3022;G006145E45302N;8;0;3753
0.0433;1.8437;du Puy Gris / Comberousse 1;2003;Belledonne;2632.053571;2517;2739;2640.5;727.5970691;ENE;6.15201;45.2974;G006152E45297N;8;90;
0.1281;2.4461;de l'Argentiere 2;2003;Belledonne;2709.05042;2585;2813;2723;597.6106171;N;6.13421;45.2479;G006134E45248N;8;0;3755
0.0443;1.6435;du Midi de Bellecote 1;2003;Vanoise;2989.723404;2895;3132;2986;507.1619475;SE;6.79611;45.4873;G006796E45487N;10;135;3718
0.0366;1.1633;de la Galise 3;2003;Haute Vallée de l'Isère;2936.419355;2909;2967;2933;177.1988249;WSW;7.0949;45.4634;G007095E45463N;11;270;3723
0.063;1.2413;de Rhemes-Calabre 1;2003;Haute Vallée de l'Isère;3046.1875;2961;3114;3046.5;422.7953086;SSE;7.06765;45.4703;G007068E45470N;6;180;0
4.3105;16.4131;de la Grande Motte;2003;Vanoise;3120.037274;2514;3632;3115;3236.837962;NNW;6.88119;45.423;G006881E45423N;10;0;3662
0.0591;1.6067;de la Crete du Montagnon / de la Tete de Salude 1;2003;Ecrins;2972.183099;2820;3098;2992;403.0508324;WNW;6.14592;44.9181;G006146E44918N;15;270;3747
0.0577;1.3361;du Coin du Govard 1;2004;Vanoise;2850.236364;2790;2972;2830;467.7374332;SSE;6.76;45.282;G006760E45282N;10;180;3747
0.0146;0.6636;du Mort 2;2003;Aiguilles Rouges;2653.875;2631;2693;2634.5;103.1125274;NNE;6.86457;45.9901;G006865E45990N;3;0;3709
0.0152;0.6346;du Mort 1;2003;Aiguilles Rouges;2561.666667;2533;2607;2557;155.069728;NNE;6.86457;45.9901;G006865E45990N;3;0;3710
0.0105;0.6427;des Dards 2;2003;Aiguilles Rouges;2654;2642;2664;2653;122.6242765;WNW;6.87149;45.9844;G006871E45984N;3;270;3812
0.0037;0.2449;des Dards 3;2003;Aiguilles Rouges;2681.5;2675;2689;2681;72.8129567;WNW;6.87149;45.9844;G006871E45984N;3;270;0
0.0072;0.5021;du Passon 2;2003;Mont Blanc;2828.7;2822;2836;2829;184.3707408;WSW;6.9858;45.9732;G006986E45973N;3;270;0
0.0997;1.7203;de l'Aiguille de l'Eboulement;2003;Mont Blanc;3422.037975;3208;3535;3453;411.1719032;NW;7.00008;45.8945;G007000E45895N;3;315;3301
0.0911;1.8131;de l'Aiguille du Tacul;2003;Mont Blanc;3182.729412;3013;3313;3195;435.1749907;NW;6.95963;45.8869;G006960E45887N;3;315;3534
0.1778;2.7301;du Capucin;2003;Mont Blanc;2771.907895;2469;3056;2753.5;970.9195082;NE;6.9689;45.8881;G006969E45888N;3;45;3641
0.022;1.0164;de la Republique;2003;Mont Blanc;2799.35;2713;2918;2772;258.6511618;NE;6.91905;45.9062;G006919E45906N;3;45;3418
0.0289;0.985;du Fou;2003;Mont Blanc;3083.033333;2956;3171;3076.5;321.4980069;NW;6.90889;45.897;G006909E45897N;3;315;3317
0.0556;1.4173;Ouest de l'Aiguille du Midi;2003;Mont Blanc;3273.06383;3110;3523;3252;487.7225538;WNW;6.882;45.8767;G006882E45877N;3;270;3391
0.4222;6.6023;Arete Midi Plan;2003;Mont Blanc;3400.945392;2813;3697;3444;650.4820207;NNW;6.88781;45.8821;G006888E45882N;3;0;3644
8.7931;36.1034;de Tre la Tete 1;2003;Mont Blanc;2908.673195;2036;3838;2912.5;7261.043946;WSW;6.78358;45.7843;G006784E45784N;6;270;3651
0.0043;0.2691;de la Petite Aiguille des Glaciers 2;2003;Mont Blanc;3153.75;3135;3164;3158;58.20222893;SSE;6.80402;45.7691;G006804E45769N;6;180;0
0.0438;1.3596;de la Pyramide Chaplan;2003;Mont Blanc;2921.619048;2857;2974;2925;426.0175057;NNW;6.7551;45.7708;G006755E45771N;3;0;3541
0.028;0.82;du Midi de Bellecote 3;2003;Vanoise;2838.5;2818;2877;2834.5;180.0557362;SE;6.79611;45.4873;G006796E45487N;10;135;3719
0.0296;1.0608;du Midi de Bellecote 4;2003;Vanoise;3108.73913;3015;3201;3100;315.7479176;SE;6.79611;45.4873;G006796E45487N;10;135;3717
0.0116;0.5419;des Picheres 2;2003;Vanoise;3084;3056;3112;3084;150.3139071;ENE;6.80333;45.4934;G006803E45493N;10;90;3716
0.0082;0.5681;de Rhemes-Calabre 2;2003;Haute Vallée de l'Isère;2919.714286;2885;2939;2925;212.7630493;SSE;7.06765;45.4703;G007068E45470N;6;180;0
0.0261;0.819;du Coin du Govard 3;2003;Vanoise;3051.15625;3000;3113;3046;267.8254142;SSE;6.76;45.282;G006760E45282N;10;180;3748
0.0128;0.4812;du Coin du Govard 2;2004;Vanoise;2863.285714;2842;2891;2860;128.7386392;SSE;6.76;45.282;G006760E45282N;10;180;3749
