Area;Perimeter;Glacier;Annee;Massif;MEAN_Pixel;MIN_Pixel;MAX_Pixel;MEDIAN_Pix;Length;Aspect;x_coord;y_coord;GLIMS_ID;Massif_SAFRAN;Aspect_num
0.0849;1.8932;des Sources de l'Arc 5;2015;Haute Maurienne;3068.607843;3013;3138;3068;669.81568;W;7.15219763;45.38511101;G007170E45398N;11;270
0.6368;5.3577;des Sources de l'Arc 2;2015;Haute Maurienne;2935.754569;2707;3212;2930;1697.58305;W;7.157809506;45.38772212;G007170E45398N;11;270
0.0584;1.5592;des Sources de l'Arc 1;2015;Haute Maurienne;3221.166667;3148;3309;3217;409.448;W;7.161178981;45.38379944;G007170E45398N;11;270
1.7369;9.8408;du Mulinet;2015;Haute Maurienne;3083.782732;2850;3302;3086;1762.03611;NW;7.151939537;45.3768116;G007144E45371N;11;315
0.1493;2.64;du Grand Mean Nord 2;2015;Vanoise;3195.738095;3085;3306;3194.5;855.47098;WNW;7.153988313;45.3681093;G007143E45363N;11;270
1.3635;11.6501;du Grand Mean Nord 1;2015;Vanoise;3082.422141;2874;3327;3087;2218.03708;WNW;7.147492616;45.36144149;G007143E45363N;11;270
0.1247;2.9512;du Grand Mean Sud;2015;Vanoise;3022.12;2888;3146;3026;858.38017;WNW;7.140233235;45.35341069;G007143E45363N;11;270
0.0058;0.4195;Superieur du Vallonnet 2;2015;Haute Maurienne;2949.5;2924;2973;2950.5;86.9918;NNW;7.06273425;45.3485854;G007087E45341N;11;0
0.0896;2.4341;de la Pointe Bonneval;2015;Haute Maurienne;2885.25;2795;2962;2880;316.07633;WNW;7.128747246;45.34676829;G007127E45347N;11;270
0.3877;4.0334;Inferieur du Vallonnet;2015;Vanoise;2584.504202;2389;2876;2584.5;1296.31693;NNW;7.086977758;45.34907383;G007088E45350N;11;0
0.126;2.1879;du Colerin 2;2015;Haute Maurienne;3385.139241;3235;3519;3375;664.96965;SSW;7.098934161;45.33021166;G007097E45329N;11;180
0.0999;3.7357;du Colerin 1;2015;Haute Maurienne;3190.806452;3118;3345;3190;389.56591;SSW;7.105582566;45.3246286;G007097E45329N;11;180
2.4153;20.6912;des Evettes;2015;Haute Maurienne;3091.367707;2808;3467;3084;1821.21794;NNW;7.116765877;45.33477572;G007119E45337N;11;0
0.0437;1.3;du Passage du Colerin;2015;Haute Maurienne;3170.875;3152;3198;3165.5;295.75049;WNW;7.108091312;45.31776175;G007108E45318N;11;270
0.124;2.4291;des Grandes Pareis 2;2015;Haute Maurienne;3151.940299;3046;3242;3147;601.7334;NW;7.114651999;45.3099572;G007109E45301N;11;315
0.221;3.3428;des Grandes Pareis 1;2015;Haute Maurienne;3063.160584;2824;3222;3087;566.88659;NW;7.112602957;45.30226836;G007109E45301N;11;315
0.0105;0.7801;La Grala de Charbonnel 2;2015;Haute Maurienne;3229;3190;3273;3224;152.32522;N;7.039025995;45.2838198;G007040E45285N;11;0
0.2779;2.9576;de l'Ouille Mouta;2015;Vanoise;2998.837209;2928;3162;2988.5;785.16468;NE;7.066462851;45.28146102;G007067E45282N;11;45
0.5423;4.8023;de Charbonnel;2015;Haute Maurienne;3463.271341;3212;3733;3453.5;844.69131;NNW;7.052496771;45.28391111;G007048E45284N;11;0
0.0129;0.6373;du Col de l'Ouille Mouta;2015;Haute Maurienne;3420.7;3392;3445;3423.5;135.24251;NE;7.060409453;45.27357292;G007062E45273N;11;45
0.6435;5.4502;d'Arnes;2015;Haute Maurienne;3125.984925;2856;3346;3140;1408.46976;NNW;7.130228498;45.27844445;G007130E45280N;11;0
0.116;2.14;d'Arberon 1;2015;Haute Maurienne;3230.575758;3149;3298;3238.5;542.45395;WNW;7.122062288;45.27426117;G007119E45275N;11;270
0.0401;2.4;d'Arberon 2;2015;Haute Maurienne;3277.4;3187;3379;3270;506.79826;WNW;7.123247576;45.27140836;G007119E45275N;11;270
0.0122;0.6035;Ouest de l'Arcelle Neuve 2;2015;Haute Maurienne;3137.25;3109;3168;3138;151.75132;NW;6.957020523;45.26685084;G006965E45268N;11;315
0.3419;4.6805;du Vieux 1;2015;Haute Maurienne;3297.867347;3021;3568;3243;824.16075;ENE;6.981150463;45.26772548;G006980E45270N;11;90
0.2276;3.6176;Ouest de l'Arcelle Neuve 1;2015;Haute Maurienne;3153.976744;3044;3270;3154;582.65414;NW;6.96474087;45.2675063;G006965E45268N;11;315
0.0532;1.4735;Baounet 2_1;2015;Haute Maurienne;3213.83871;3138;3324;3203;461.82692;NW;7.129481178;45.26485992;G007117E45255N;11;315
0.0118;0.76;Baounet 2_2;2015;Haute Maurienne;3158.75;3144;3182;3154.5;152.48843;NW;7.127319097;45.26294058;G007117E45255N;11;315
0.172;2.66;du Vieux 2;2015;Haute Maurienne;3360.836735;3301;3409;3363;518.72948;ENE;6.9855422;45.26175601;G006980E45270N;11;90
0.013;0.66;du Vieux 3;2015;Haute Maurienne;3356.666667;3320;3394;3357;151.02871;ENE;6.988322848;45.25890975;G006980E45270N;11;90
0.0043;0.5163;du Grand Fond 1;2015;Haute Maurienne;3190;3186;3195;3189.5;166.81563;NE;7.056554645;45.25921625;G007057E45259N;11;45
0.0053;0.36;du Vieux 4;2015;Haute Maurienne;3360;3327;3393;3360;61.98981;ENE;6.990422508;45.25699421;G006980E45270N;11;90
0.0054;0.6246;du Grand Fond 2;2015;Haute Maurienne;3280;3237;3359;3244;210.56807;NNW;7.059828331;45.25836438;G007057E45259N;11;0
0.0374;-179769;du Pas du Chapeau;2015;Haute Maurienne;3256.809524;3120;3303;3266;196.64158;NE;7.000204978;45.25044699;G007001E45250N;11;45
0.0339;0.9296;Nord de la Grande Felouse;2015;Haute Maurienne;3406.5;3359;3474;3410.5;211.21065;NNE;7.069036964;45.2511492;G007070E45252N;11;0
0.2194;3.1978;Baounet 1_2;2015;Haute Maurienne;3098.406015;2951;3239;3110;921.90172;NW;7.111932133;45.25042358;G007117E45255N;11;315
0.0166;0.98;Sud de la Grande Felouse;2015;Haute Maurienne;3375.5;3354;3405;3368.5;282.51359;NE;7.073218279;45.24591182;G007073E45246N;11;45
1.1305;7.8954;Baounet 1_1;2015;Haute Maurienne;3018.423803;2801;3283;3014;2639.28057;NW;7.120765525;45.25317405;G007117E45255N;11;315
0.1532;2.32;du Lamet;2015;Haute Maurienne;3339.077778;3247;3425;3339.5;451.44256;NNW;6.996620198;45.24136546;G006997E45242N;11;0
0.3112;7.0655;de Roche Michel 1;2015;Haute Maurienne;3303.489247;3160;3354;3313;873.21969;NE;7.006571307;45.24185754;G007008E45241N;11;45
0.006;0.42;de l'Arcelle 1;2015;Vanoise;3068;3051;3085;3068;115.65004;NNW;7.074453944;45.23712745;G007072E45236N;11;0
0.5437;-179769;de Derriere le Clapier 1;2015;Haute Maurienne;2995.051205;2828;3222;3009.5;1284.64911;NNE;7.087802502;45.23184503;G007090E45233N;11;0
1.3711;12.782;de Rochemelon;2015;Haute Maurienne;3130.317961;2935;3261;3155;2484.25297;NW;7.070060444;45.21873727;G007067E45221N;11;315
0.0208;0.796;du Bard;2015;Vanoise;3221.571429;3182;3256;3224;240.96893;NE;6.932962819;45.18163876;G006931E45182N;11;45
0.0314;1.0849;de Savine;2015;Haute Maurienne;3050.47619;2972;3152;3042;227.83685;NNE;6.895634647;45.17149808;G006897E45172N;11;0
0.0276;1.3903;des Aiguilles 1;2015;Haute Maurienne;2920.214286;2844;2998;2918;388.81793;NW;6.885301462;45.16278733;G006886E45163N;11;315
0.113;2.1523;Ferrand 1;2015;Haute Maurienne;3241.134328;3148;3317;3245;385.39467;WNW;6.894978913;45.14036349;G006893E45141N;11;270
0.0211;1.36;Ferrand 2;2015;Haute Maurienne;3101.545455;3052;3157;3101;442.22999;WNW;6.889903783;45.13897951;G006893E45141N;11;270
0.0499;1.302;d'Ambin 2;2015;Haute Maurienne;2925.3125;2827;3052;2913.5;378.01633;NNW;6.869354962;45.13532439;G006869E45136N;11;0
0.0726;3.4594;d'Ambin 1;2015;Haute Maurienne;3108.530612;2953;3239;3115;439.11799;NNW;6.864266136;45.13311897;G006869E45136N;11;0
0.0608;2.3655;du Sommelier 2;2015;Haute Maurienne;2973.025641;2886;3111;2960;380.42296;NNW;6.858228894;45.13452496;G006856E45134N;11;0
0.009;0.5861;des Aiguilles 2;2015;Haute Maurienne;2857.5;2814;2933;2843.5;175.65508;NW;6.882846001;45.16287003;G006886E45163N;11;315
0.0027;0.2146;des Aiguilles 4;2015;Haute Maurienne;2919;2897;2941;2919;74.78037;NW;6.880792952;45.16189002;G006886E45163N;11;315
0.0081;0.668;des Aiguilles 3;2015;Haute Maurienne;3056;2984;3125;3057.5;193.86048;NW;6.888811273;45.1633477;G006886E45163N;11;315
0.402;4.6679;de l'Arcelle Neuve;2015;Haute Maurienne;3289.334711;2996;3546;3303;1313.04573;NW;6.973926637;45.27114856;G006974E45273N;11;315
0.0109;0.6399;de Roche Michel 2;2015;Haute Maurienne;3147.25;3094;3178;3158.5;109.00428;NE;7.012469854;45.24502049;G007008E45241N;11;45
0.0172;1.0569;de l'Arcelle 2;2015;Vanoise;3296.555556;3274;3328;3293;76.61884;NNW;7.074665386;45.23429485;G007072E45236N;11;0
0.0134;0.7687;La Grala de Charbonnel 1;2015;Haute Maurienne;3087.75;3066;3109;3093.5;202.3484;N;7.039088833;45.28624609;G007040E45285N;11;0
0.0368;1.3166;de Derriere le Clapier 2_1;2015;Haute Maurienne;3394.608696;3357;3441;3394;166.5898;NNE;7.080613287;45.22706211;G007090E45233N;11;0
0.0105;0.5345;de Derriere le Clapier 2_2;2015;Haute Maurienne;3356.4;3345;3371;3357;141.36043;NNE;7.082856271;45.22679623;G007090E45233N;11;0
0.0227;1.0226;de Derriere le Clapier 3;2015;Haute Maurienne;3110.846154;3075;3162;3102;362.26692;NNE;7.100346581;45.23632021;G007090E45233N;11;0
1.1301;7.2138;du Grand Fond;2015;Haute Maurienne;3332.764451;3016;3591;3360;2051.33635;SSW;7.090924286;45.3346945;G007097E45329N;11;180
1.1732;12.8184;Superieur du Vallonnet 1;2015;Haute Maurienne;3225.482219;2841;3445;3264;1373.8324;NNW;7.081943351;45.3423297;G007087E45341N;11;0
0.3122;4.161;de Bassagne;2015;Haute Vallee de l'Isere;3153.118919;3008;3292;3142;1208.29835;WSW;7.097096424;45.46784568;G007095E45468N;11;270
0.0057;0.6264;des Sources de l'Arc 6;2015;Haute Maurienne;3001.6;2983;3013;3001;207.68386;W;7.14550165;45.38637374;G007170E45398N;11;270
0.0391;1.4961;des Sources de l'Isere 2_2;2015;Haute Vallee de l'Isere;3101.956522;3067;3150;3099;415.41455;NNW;7.092693564;45.43460382;G007101E45442N;11;0
0.0042;0.4068;de la Galise;2015;Haute Vallee de l'Isere;2919;2917;2921;2919;108.72009;WSW;7.095975496;45.46153238;G007095E45463N;11;270
0.0574;1.4349;Glacier Ouest de Marinet 2;2015;Ubaye;2925;2740;3110;2925;513.38247;NNE;6.859353564;44.55165783;G006862E44550N;21;0
0.1256;2.1329;Glacier Ouest de Marinet 1;2015;Ubaye;2925;2740;3110;2925;595.36473;NNE;6.862240654;44.55036071;G006862E44550N;21;0
0.1086;2.9353;Glacier de Chauvet_1 ou du Fond de Chauvet;2015;Ubaye;3030;2870;3190;3030;1037.08869;WNW;6.84745758;44.54877836;G006851E44548N;21;270
0.0288;0.8806;Glacier de Chauvet_2 ou de la Pointe Chauvet;2015;Ubaye;3025;2880;3170;3025;259.36249;WNW;6.844671381;44.54630256;G006851E44548N;21;270
0.0278;0.9979;Glacier Est de Marinet;2015;Ubaye;2925;2740;3110;2925;231.76262;NNE;6.870594798;44.54863649;G006862E44550N;21;0
0.1772;4.5772;du Sommelier 1;2015;Haute Maurienne;3077.396226;2920;3248;3068.5;537.19136;NNW;6.850756509;45.13056986;G006856E45134N;21;0
0.0132;0.8202;d'Etache;2015;Haute Maurienne;3070;3058;3086;3068.5;154.70018;NNE;6.834644759;45.13816116;G006833E45140N;21;0
